match_id,puuid,champion,game_duration_minutes,win,gold_per_min,damage_per_min,kill_participation,dragon_takedowns,baron_takedowns,kills,deaths,assists
NA1_5325487489,LMknkGLuIvkBcKMwBnqMwF_2grImTBK3DGuQjRpJrYDS7xvMRw83pGa4mTO3d4ZY-Z87_85y7GMa_g,Senna,33.43333333333333,0,450.5583352055401,1034.244371029879,0.8,0,0,6,3,14
NA1_5325487489,UkBV8EPBneQd738Yv1-dxnTqaFr3o1FDHyCh4DfI7Sm2vUMRE-IZjB_bvyTUmnJ1PscEzTzwqzwKIw,Thresh,33.43333333333333,0,263.54790938797083,320.131382958296,0.8,0,0,2,5,18
NA1_5325463579,z5XV-1VZ9ZEChrDF4YHtbORVCZi6ecv9z20e43e0vtliiXXhrDe5JmVNbCsQbbJ4OiB-XP5JVKIOsg,Ambessa,31.833333333333332,0,385.67374060696295,1087.3482159300734,0.3125,0,0,5,5,5
NA1_5325463579,2s2xCqHVTBuHc-tk0--8U4q_O4sH6HNPn2DtLwNMNB21Tc8KNzkXdPaDFqYfoPfyUcWUHk-VGgJGhA,Nidalee,31.833333333333332,0,506.3821388361047,855.0227677614228,0.71875,0,0,10,6,13
NA1_5325463579,sbIBNc3uAIkCz4ETlkqyL73os2PUDs3_RvE2pNWuw-ycTMF24vD9cQuCLij_8ywZbmkJZazTKx54cw,Vladimir,31.833333333333332,0,427.1062330336365,905.717125685069,0.5,0,0,7,5,9
NA1_5325463579,v2LRoj97ARSyY-tpmzHrmficQ1mw2hvvAjyyJXhmDSOnyE1HP4Y7wyb5rYOn0l6OLEkjNaeinDk6zA,Sivir,31.833333333333332,0,397.80713917945724,537.306864818379,0.4375,0,0,9,10,5
NA1_5325463579,6JSn3pn2ONN3H_hsLUqW9zZAcJOnfLCjlJiiKaafKGJke0QIKOEZxVoUYaAUL1PQ5qo_Qu_VzyHsSA,Blitzcrank,31.833333333333332,0,255.08400666303044,381.42666321903863,0.59375,0,0,1,11,18
NA1_5325463579,jYemhY3YxUZahWCQzlwm0M5vUtdlknqpGd1gJFU3E_WJVG4H44HyoDFzbX9WzgLtchqEyjMoy6I63w,Yorick,31.833333333333332,1,408.7182780141743,1011.6977555528604,0.2972972972972973,1,1,3,8,8
NA1_5325463579,oFjohPpbnG5XnXafRlUtnhanG8u_Jya4qCP8GCfBzz6-uxCdcNTn3c3UkqckPImazu1p_f0EymaGEQ,Nocturne,31.833333333333332,1,425.468243697385,529.9306847556425,0.5675675675675675,4,1,6,6,15
NA1_5325463579,TfUlkU3qAvM6hPZ0B8AeKUmT6Z3AQ5NAqECI_6v5mLRyq6JMqXPhibeXrHvMpOYMZd7kDsk5YoloJg,Lux,31.833333333333332,1,329.2835989515719,968.5521493234754,0.5405405405405406,2,1,2,6,18
NA1_5325463579,tQAj6TYNkDdcNDt5y4n3uKjDV9oqlGb5tVXtzYPEZwUzdiTlhDBlGu2EtttAbZ-5i9B5oaNK7edoig,Twitch,31.833333333333332,1,618.4455200955274,1501.4659193215703,0.8378378378378378,3,1,24,5,7
NA1_5325463579,3wKJTyvQJzFDuMMYH6zDcrhCkNaj9ZNOi_ZVBIs__T7c95W5tnGrFUGZjwb-zcdUmSoJ5i_ldiZD7Q,Shaco,31.833333333333332,1,268.3887183198232,530.7083609672153,0.5135135135135135,1,0,2,7,17
NA1_5325445469,OBYFHZxrj7zpfjsnhEJZw82lmriYpRwFJNxQT9m_5cZgG3Fm3Q62Zj3KALVjEtY3Okcu1JU02fVbZw,Yone,24.966666666666665,0,419.58901354117853,556.7516014094338,0.4666666666666667,0,0,2,3,5
NA1_5325445469,BSQpxTjJa4s2yrMJl2x8_rcaf8oKHptf4Jtmh8esLJi1b2baep9n75_llb0XTHKIHamGDr1STt54Vw,Kindred,24.966666666666665,0,401.39632277501426,490.23836605359685,0.6,1,0,5,6,4
NA1_5325445469,sbIBNc3uAIkCz4ETlkqyL73os2PUDs3_RvE2pNWuw-ycTMF24vD9cQuCLij_8ywZbmkJZazTKx54cw,Vladimir,24.966666666666665,0,443.8901436492418,1108.9857431911125,0.7333333333333333,0,0,4,5,7
NA1_5325445469,46kqtcc815PV8A4qeONONS_56tA-89MOGG5WOs0WAYnlkLaMOlAqDXPcINOgZabHldW_s5MnFiIw9w,Vayne,24.966666666666665,0,374.4532044810402,315.13634690544586,0.3333333333333333,0,0,2,8,3
NA1_5325445469,vCkck8T9Q34g-m0gLBDgfpRrBXZoZHVRxuAycmwWahgVSRl_pYKFfUKf0S9SL-eQDCqoYZKJO2tnRA,Elise,24.966666666666665,0,284.0049324814687,533.2172617455602,0.5333333333333333,0,0,2,11,6
NA1_5325445469,M9ijA5C9KmWr7zjWgVQ1niZfY-Rtv_XBB5smK0lh0WD2GvPCPn8CXUUgSIo7yq8wBz-xTE5rIPW6fA,Singed,24.966666666666665,1,410.3695031028112,472.17228114426223,0.21212121212121213,1,0,3,4,4
NA1_5325445469,Ni85vH5cZlmQU_TiH1quUxKcQ3ei0sMP745--IEwzK-cnS9DaXrT1mN5OMz4od9TyZtXFbswUd4uWQ,Viego,24.966666666666665,1,512.5564996715513,911.2671986410679,0.5454545454545454,3,0,11,3,7
NA1_5325445469,yBIXww1jXpFGfqVMJQz5Iby8B1ppeIRIplCj8-V-2omSs_GB-PABNWFIisdgAI413s1BcFbLReP7EA,TwistedFate,24.966666666666665,1,438.2588418215159,584.7917097958144,0.30303030303030304,2,0,2,3,8
NA1_5325445469,n-Ep1zEOwmTzsbaWDXjKpLj6_uLLS2yw9FY4uyd2zJRqqa9kgKWoMGpB8DTYHU6z8mk7bKdl5Cg3Kg,Samira,24.966666666666665,1,515.4881016874613,1118.6411797251544,0.5757575757575758,2,0,15,5,4
NA1_5325445469,MqntwBSYK43wtFqFcYnxLHz8szTOZRlje7Qbv-GBCwPE_L7uu7z_1ZgEcqxon3gZX-M5S2aS0RR9aQ,Rell,24.966666666666665,1,374.2883197070283,486.77093739717003,0.8181818181818182,3,0,2,1,25
NA1_5325427701,VsI1q0a-WuayZrGesI_Uak94Fkk8gQRoHyPPL7Foo3HIXB4oR4LtewH7vq5R1sDFaCetMTPwrC4KSA,Urgot,20.85,1,395.8665361558916,653.0008265307067,0.25,0,0,2,6,2
NA1_5325427701,7hMlkd3ob0LQlmNzfK9EwyjpvzjnJF_yQs_5w7XNM57wgWqk2ha6XqeI8o0Xpby7viTSpfDh2dgCHg,Belveth,20.85,1,471.9346474382676,511.31933884045065,0.5,2,0,3,0,5
NA1_5325427701,ev5k8GsMcdd_NFP7JbC4PNKdIAi_aFrTPwTIWBbANLJPktXWH8vauhFU_KbCSLzmEPseR1dLWriMuA,Zed,20.85,1,489.15887557496677,838.213405680634,0.5625,0,0,8,1,1
NA1_5325427701,jzZZm4Jd7GMjg3ltKl_875kpIE0ITbeI_vSNqV-9xDOQFAkbFKs1f0wXGy8qt-GvZNEjO9hCPfxhqg,KogMaw,20.85,1,421.1235161725594,918.3683704219509,0.4375,0,0,3,2,4
NA1_5325427701,yhv3y5xBARdxNRCS6lp85iFaI7u80BcW8bG5UO4H-0rJR6oEI2ykOTUEFTDaY_RATu-ust_5NZck3g,Lulu,20.85,1,252.4963499991303,161.80279594570138,0.375,0,0,0,2,6
NA1_5325427701,OBYFHZxrj7zpfjsnhEJZw82lmriYpRwFJNxQT9m_5cZgG3Fm3Q62Zj3KALVjEtY3Okcu1JU02fVbZw,Yone,20.85,0,333.872628584393,546.3277765696841,0.5454545454545454,0,0,4,4,2
NA1_5325427701,cMgMEMFiiq2H6kcQ4qYcFdm1AppmBfbYcF8amHnhhoNdidSiNR7h3c6uiR14LG4Je-kkZNeiUujudw,Kayn,20.85,0,409.8783376530398,450.00736153706345,0.5454545454545454,1,0,4,2,2
NA1_5325427701,sbIBNc3uAIkCz4ETlkqyL73os2PUDs3_RvE2pNWuw-ycTMF24vD9cQuCLij_8ywZbmkJZazTKx54cw,Vladimir,20.85,0,390.10507505290036,261.26592081607555,0.36363636363636365,0,0,2,4,2
NA1_5325427701,qb08B3XbTy43UEiGpSmvvcpzd9TI1St5L4OSPKGJL1CExPdeby6qMUNlnO4TDEVkCSBbL0OT39CkhQ,Sivir,20.85,0,317.37293087671554,392.096913455642,0.45454545454545453,0,0,0,4,5
NA1_5325427701,ad1Q4-O0A0YmQQqtf49TTuKjwxS6k56ugtqO0rvoVh0fl8D-Ad_k4Sb7K8Cd17vmeFV8tcJ0beKrMw,Senna,20.85,0,273.8627415839085,148.21194021438401,0.6363636363636364,1,0,1,2,6
NA1_5325418414,OBYFHZxrj7zpfjsnhEJZw82lmriYpRwFJNxQT9m_5cZgG3Fm3Q62Zj3KALVjEtY3Okcu1JU02fVbZw,Shen,15.266666666666667,1,337.211783043646,502.3648087464301,0.13043478260869565,0,0,1,1,2
NA1_5325418414,Q2Gb-clQ92vdsR_mANtOGK6e7GMNr_rtV452ZgjT28CWLK2BbNCl453QUavum6JCuWR1Hvk5cn7pew,Khazix,15.266666666666667,1,425.15500697925586,402.80754498074833,0.43478260869565216,2,0,4,0,6
NA1_5325418414,sbIBNc3uAIkCz4ETlkqyL73os2PUDs3_RvE2pNWuw-ycTMF24vD9cQuCLij_8ywZbmkJZazTKx54cw,Vladimir,15.266666666666667,1,399.8402838371374,682.355002641038,0.2608695652173913,0,0,5,2,1
NA1_5325418414,PPrIkr1GnbUrgLq3abCikkWMlQXsKEdCccT_ngEyx8_lIx5AHtd-YO1f2HmiScNHOu55sit1RexV4w,Samira,15.266666666666667,1,607.5361059354627,992.4950118142461,0.6521739130434783,0,0,12,3,3
NA1_5325418414,AhkQlaAiV0HCKectzawWjwpGmo3P--OaL28wqdeHdYi2kkROlw_ORci3qPo7BOxW09GFnifPiPzxCg,Amumu,15.266666666666667,1,347.9243461242606,277.8789222954495,0.6086956521739131,1,0,1,2,13
NA1_5325418414,0izz2frH-FP9mwBHgZm9QQi9PhNLC7us4WrGDjS1N2U39tlkbe5leI1DMJtiLUw_gL21biH2iJRerw,Fiora,15.266666666666667,0,396.1993029060347,467.6136323236359,0.125,0,0,0,1,1
NA1_5325418414,8pJoNCfEu1HrkBqE_1_1c8pDMHaNXoWM82yyQyqhkF1Gy2ediq-CjUlh4hZLzt8Iy9IiKfkXGnHXOA,Ekko,15.266666666666667,0,397.2209510006413,320.0436357454333,0.625,0,0,3,3,2
NA1_5325418414,MqZtyHIjzeXmMpaNlG63qZKWtYXAp28A1O-0t2vYkZ9IZU3ESmOOoUun3sfLkKSAXyEfyp0CK5_32w,Pantheon,15.266666666666667,0,287.6874531487726,476.15477394512914,0.25,0,0,1,7,1
NA1_5325418414,ENU3cjxW5qlS6pbyQvI37bpsmTsxtx0uS_5mnyCY3MZuU6m0x6jiKW1Z1JZOZO8VdJXEB11zvkq66g,Corki,15.266666666666667,0,332.45987201110717,623.242583799507,0.625,0,0,2,7,3
NA1_5325418414,IaXO4-Cpz0minemlEduRWlDtZqsQKoy1LijXo0iFFW46JfBKf1iJURTUIcz07mydKLA3S11Oip3bgg,Nami,15.266666666666667,0,275.2648920754592,258.24272644852033,0.625,0,0,2,5,3
NA1_5325397402,OBYFHZxrj7zpfjsnhEJZw82lmriYpRwFJNxQT9m_5cZgG3Fm3Q62Zj3KALVjEtY3Okcu1JU02fVbZw,Yone,34.81666666666667,1,423.2746704275198,970.8045478086584,0.5853658536585366,3,1,13,5,11
NA1_5325397402,PWbLvKt512fbIgwBbzAVlH76G-639pWR68dW5fBZamUa_kVzX3o-fN6pWkPKneDRSrNxWcfVtgAMsA,Ambessa,34.81666666666667,1,444.86450779552877,1079.1982077117361,0.4634146341463415,4,1,12,9,7
NA1_5325397402,sbIBNc3uAIkCz4ETlkqyL73os2PUDs3_RvE2pNWuw-ycTMF24vD9cQuCLij_8ywZbmkJZazTKx54cw,Vladimir,34.81666666666667,1,395.02508423972733,824.197477555494,0.4146341463414634,2,0,3,3,14
NA1_5325397402,2tdevNjNmRUb45Zn0vr5CTkjkFugzOcWvQ7mD_u1HpYOMQj27pfKxdj3hsaY0TEkqx17lmjtFHoflg,Smolder,34.81666666666667,1,444.956627291558,996.5618880025083,0.5365853658536586,1,1,10,8,12
NA1_5325397402,zynbNQSTGsutX-UvpWGOpP1hn3WzTpnKjks0qGbrUcojWS4L0Dkv26MTIalNMgqc_mwST_0Se1fgjQ,Janna,34.81666666666667,1,330.8925006329034,319.84578865975243,0.7804878048780488,3,1,3,2,29
NA1_5325397402,d8RFjD0PogROaJq7NvMX7tb7M-mwhqBcgZOXKCY_p6LTbSi1pk5ugF7UlPmhG14OzUMPSuozwfbT4g,Volibear,34.81666666666667,0,362.99747701615473,711.333568379351,0.3333333333333333,1,0,5,9,4
NA1_5325397402,2FqJIHFEBFtafnZK9KZe0VkU47F1afDhvU17yxq92MQ2XiGRYVbbHpbvb7O7k0N3Fk9Lxi5SKiY3gw,Pantheon,34.81666666666667,0,338.9514001786785,593.0648667567275,0.5185185185185185,1,0,5,7,9
NA1_5325397402,G4TD3UlaEa882pVEwqvMyT3EwigLdMx5859lhpQ3kl9kEVUX5fwkBY27Ag4R-zq7Tt9xWn7cMzFjVg,Hwei,34.81666666666667,0,388.7702966504333,974.0829362536462,0.5185185185185185,1,0,6,8,8
NA1_5325397402,Zfr1LP3eoEPziCB6eenhl3bzZyVVfwZZga2keLn2mZwY-rmLyRWc-cz9nyUhbpVsBAiDLL_CdbiYVg,Lux,34.81666666666667,0,421.90190766066485,1195.73999828277,0.7777777777777778,0,0,6,7,15
NA1_5325397402,v-pe58KGnXqWMXdxr2GutCIIW0P1uqjK-sovLxqlusC0FjcVy5H5WNlCUIg90zRGl67kK9V8Wt4UPQ,Senna,34.81666666666667,0,328.49708526903356,788.3956069863902,0.7037037037037037,1,0,5,10,14
NA1_5325381859,QRthCa5UelrRB0nwzu5yXFddsve4etHU4M410N0ba8yHabAAlkzthMHz-XjuyOuiSy6ZrvCBwqouhg,Darius,28.033333333333335,0,389.25579831168784,487.87914481259907,0.3333333333333333,0,0,5,8,3
NA1_5325381859,VDhaSfxVaa-EM1l8V15574ju7BkCFnYgYHn7rMlsneLbsVEzsXeWyUg1h2sof4kZH25RfXFpf4kDKQ,Ekko,28.033333333333335,0,416.4868454839375,776.2847564567876,0.5416666666666666,0,0,7,10,6
NA1_5325381859,sbIBNc3uAIkCz4ETlkqyL73os2PUDs3_RvE2pNWuw-ycTMF24vD9cQuCLij_8ywZbmkJZazTKx54cw,Vladimir,28.033333333333335,0,399.95521090054166,991.7582880584762,0.3333333333333333,0,0,4,8,4
NA1_5325381859,J9MD29iMuOUFRY07qyPH-imI1Xytlw5m8QxlztZop3Ed6kb8xptI0AK-EqeIXiOW1kWVlwBGTkHPpA,Vayne,28.033333333333335,0,395.85528138702347,630.8340369832247,0.375,0,0,7,12,2
NA1_5325381859,gZly-ya4CrLBboj96DPTXBGkQH0Cglu058hUa9lOyiXZOFjfkmAv0U70dRJ4qeY0xFGIGEzKN5cFWQ,Lulu,28.033333333333335,0,289.6198322539149,219.2511745469331,0.5416666666666666,0,0,1,12,12
NA1_5325381859,G0fSOzLfnHqqTP5EXpiJ4A637x-fD3o6OgLHTUL-E1sLKvuxYQTWhhMHfCTTjOHaIAF44IN_k7zFAQ,Akali,28.033333333333335,1,458.54349269496623,1181.7539598785465,0.36,0,0,9,5,9
NA1_5325381859,PUe2C07S8Ak8EpySWKR_7eNcFms2zcXl0Sv7tJmcXnWFi7iyy8JOA42fbClDUkc6ba7zC9ibDbLtDQ,Viego,28.033333333333335,1,501.10544847000705,753.553880791591,0.42,4,0,11,4,10
NA1_5325381859,zGuCGi5JZVos5klxsYMEvhWWD_Y-t3isJS3sS7ZxKOkffeMKQkZPQjd5pNa1uMNbMe0opzezthDIWw,Sylas,28.033333333333335,1,472.97665150646384,1315.7943871135533,0.52,0,0,12,9,14
NA1_5325381859,giVKYIUjBBLbBAYJzu9IZxmQ79COb71uBHZCjDj19lNN7hWWj90VMF7RinR-FwV90k_r6CdzFcZvZQ,Jhin,28.033333333333335,1,521.0272821372472,995.0164313136,0.6,4,0,12,3,18
NA1_5325381859,Va7dzByf5mnmU0lkTSCyFJsyDT74_T_-JK3aJFQUScqpoTGcqwLy3XqxrEP3RstrDlYiLQAv2Vm-Jg,Pyke,28.033333333333335,1,420.6510616693486,544.3727119188547,0.58,4,0,6,3,23
NA1_5325515869,fcZHM0mKJbIgzxKeaFHx6rM6oW5-b-PRERYg_qplmF4M3u07vohBSYYwcbLHLj_fxc9RcwcYLzJx6w,Jayce,31.483333333333334,1,460.7231478152077,738.0866212546821,0.2558139534883721,1,0,4,8,7
NA1_5325515869,MIHAk5M601Kw8hjPdvG5nGy3UpMcPVnofSSXp1hdOq5bQzPEmTaDHD0ksx8BoDJ87OHrDzMxRx7B2Q,Evelynn,31.483333333333334,1,510.61659174262127,1193.8508738975006,0.6976744186046512,2,0,16,2,14
NA1_5325515869,7cyBnhvRUnKKCXJBtjU0aUzJVDTwRgzt-u6Hw96IZrsE-NRSfTkBr7AP8eVCx-Z3LBIkH08aHMEm_A,Taliyah,31.483333333333334,1,390.3638100764689,791.1091860388168,0.46511627906976744,1,0,6,7,14
NA1_5325515869,aq9M9Ob_spKC7gmaXjp8o_a7Wn7uTuPErHJuaZrXluxSWiwo0nCkZh8wpW3_2d_vwUrpFa9UkkASMA,Ezreal,31.483333333333334,1,488.7391896317063,1115.6653859047638,0.5813953488372093,1,0,13,4,12
NA1_5325515869,F2NEN8mypqNxC4YPZ1yiWEdhrOto-zHj-56KJotf32CFOCCSs9etEPeeVuvgVc2qOKQNiORi1x-BuA,Rell,31.483333333333334,1,313.082963398228,456.7006700221295,0.7441860465116279,1,0,4,8,28
NA1_5325515869,MwcPP1KRuE0ebqxdi8kGoylPTLSoRQl4X1fGFSBWovXHGo3VWnfb7rzlMmL9IoA8PuKZL9SfcQ3AEw,Gnar,31.483333333333334,0,356.89341448478217,745.3461345206963,0.35714285714285715,2,0,4,10,6
NA1_5325515869,AQ_mD5wyG1xrnTJIUvdHyu8QnTUpTp8NWpGRRm1BiGqoyzn53gbvOFqLgtfOpgrzc7dS9iqI2sM0Dw,Viego,31.483333333333334,0,357.4009014906525,262.5499060373926,0.35714285714285715,3,1,3,4,7
NA1_5325515869,RHHxD3jOmSU9tRgKkWC6kcnPOed4nJhDaGmXruCl3igPfo4P82DrpApuHiakgnTRPTtw8rvi90Tahg,Akali,31.483333333333334,0,397.1020408743273,552.623526393408,0.42857142857142855,0,0,5,9,7
NA1_5325515869,k80fBNfC8JXkZAyUYi_yxxtRRAqXhgzUZiOGA06PsneXcSMFf0fsypFEYzSdkmhBm0ZteNX0fTQJgA,Kaisa,31.483333333333334,0,520.3564051233982,924.4770811919246,0.6428571428571429,2,1,15,9,3
NA1_5325515869,V0Cj3eeh1AD6Dj-STPouPlSVSrzh_Ja3ZZHp9ehJFRNeVxgKflBmAfbA6bKT4neADgRcOABlyt3_IQ,Leona,31.483333333333334,0,270.14423052291806,205.71280292822328,0.5357142857142857,2,1,1,11,14
NA1_5325491542,g_Bb2JJUPYmsOmUOqwPSF46XEA0UGMTeQaHkkZtK_uYAPimCkEBzV-5g84l69m1158PLpH222Z_Cyw,Singed,23.966666666666665,1,465.4752744089099,714.6221434799393,0.4166666666666667,1,0,4,4,11
NA1_5325491542,4HMcN2X_iTNQU8IqV1cpbwwy_EWE02g3tR83CgaXXKl4DkUIkWBHQE1cNF5mJJ_cRxbxQlXBgpnpcg,Volibear,23.966666666666665,1,472.68725281200994,597.0691839405112,0.4166666666666667,2,0,8,2,7
NA1_5325491542,smY6NUf3uA1KN1hAx2p8uLS0GKeE-AB07zJwYCBxRzMim2GSrvEbEKKpBxPZe7YYBIof8tlE9SrvsA,Galio,23.966666666666665,1,399.4187740942461,491.43276109308493,0.4722222222222222,0,0,6,4,11
NA1_5325491542,TG4v2tWiLRQpmb-RagHhFayMoOoscyToTlSOY2mTOSiODUTg2pBFMmzoGQMDZLIGgHNjPW0nr9ZMkQ,Caitlyn,23.966666666666665,1,645.6625932185145,1308.5705100442385,0.5277777777777778,0,0,15,4,4
NA1_5325491542,0s2bzeCG5nTpTIMGMtKDHahdvi3wDltzyhqf3aI3FW5yBls2mIVeXeYqxaXHcTSPo_-TjREWW_eA8w,Thresh,23.966666666666665,1,353.5610986882815,440.65581392486496,0.6944444444444444,0,0,3,4,22
NA1_5325491542,GqXY0hvTliwTlFczrsrSk2Js-GDL8h_c5XK2McOJ5eNVhOydNYBI-DJxQIBL8j1wCpfIepHVayRMEQ,Camille,23.966666666666665,0,340.5479270811228,526.2665508146064,0.2777777777777778,0,0,3,9,2
NA1_5325491542,MIHAk5M601Kw8hjPdvG5nGy3UpMcPVnofSSXp1hdOq5bQzPEmTaDHD0ksx8BoDJ87OHrDzMxRx7B2Q,Evelynn,23.966666666666665,0,390.1612966165312,482.42843621613616,0.4444444444444444,1,0,4,5,4
NA1_5325491542,tCbrAFiBUz30KJYlK_7c6yoiY6FKxHgo99jbIsasTxfcD515j9jrhY2YrHE3AMCMy94WYAgQQCDTwA,Syndra,23.966666666666665,0,520.3152047690928,989.6942494587553,0.6111111111111112,0,0,9,7,2
NA1_5325491542,aq9M9Ob_spKC7gmaXjp8o_a7Wn7uTuPErHJuaZrXluxSWiwo0nCkZh8wpW3_2d_vwUrpFa9UkkASMA,Ezreal,23.966666666666665,0,343.41573437451984,748.1696476126561,0.4444444444444444,0,0,2,7,6
NA1_5325491542,hUVsDA03QsMQYG3tyFklgIkWfgoGU8shC9twvfJOAR15ckgrH5S6lCM47LPcRkGwCqlqmVaaxqoqMw,Rakan,23.966666666666665,0,229.8200911460851,259.75631255334986,0.3888888888888889,0,0,0,8,7
NA1_5325465247,CvZ69dnnl6etbi5PF4PuByGMgStuo_eV814n-wsWtIHXHcN15nT-5mOYGPt7G8Bt0-TMOCmyizAWLw,Ornn,24.8,0,331.61605312856994,531.9442964532875,0.2631578947368421,0,0,0,5,5
NA1_5325465247,XaTI8H5BOhl_gXfl9R7AUcem9Kqk3g3T_25m7lCRbuC9E_Nti9H1wobRMoo7ju3XGhEi1YSlKS5U8w,Ekko,24.8,0,323.6448510457495,383.7409068512619,0.3684210526315789,0,0,3,7,4
NA1_5325465247,P7wLL3c0pAn9PnWU0RkW0vrKEixVIRwJYHM6qzH47hfdIkoWgwxDMdnmJf0c76-3jN5Xzmh_R9e6CQ,Irelia,24.8,0,463.9914024489556,965.6394265721066,0.631578947368421,0,0,11,14,1
NA1_5325465247,_AIaqb-mtItehu4Jker9iNF7ml4IIP1JycpJE5dGZeehnqMKT5N8D4SJ5tXqrj7WrTMqHsSStH_Vqg,Aphelios,24.8,0,440.0344717755913,527.9747083240347,0.21052631578947367,0,0,3,4,1
NA1_5325465247,x4gWSzC8Fw6VggDQf7QaZFmFkPhqWR9eTOEb6QkZ_w3N5TMvEbVCOklAwmso859uyIUwQeD66mRL_Q,Pyke,24.8,0,221.33379843192841,329.2389377950924,0.21052631578947367,0,0,2,6,2
NA1_5325465247,MIHAk5M601Kw8hjPdvG5nGy3UpMcPVnofSSXp1hdOq5bQzPEmTaDHD0ksx8BoDJ87OHrDzMxRx7B2Q,Garen,24.8,1,507.25748405552395,952.8040588322888,0.3333333333333333,0,0,6,4,6
NA1_5325465247,XgJwfBbesLAojMOVsMmJWLl6Ds8MBaXKbYytim-hmEmPv0AyMXtKokftDB2wNzqF0DByjm_GV7Zhew,JarvanIV,24.8,1,448.30496867015637,356.4582114424326,0.3888888888888889,3,0,5,4,9
NA1_5325465247,sW4GrDn7stBvqjJzhh4mDXCwQU46p7bfsuP5ZHmqJncUKpy5bpD0jvOk2aEbil0whyDox6NdlKcZAg,Varus,24.8,1,575.0949906092509,1360.6196852522442,0.5833333333333334,0,0,16,4,5
NA1_5325465247,aq9M9Ob_spKC7gmaXjp8o_a7Wn7uTuPErHJuaZrXluxSWiwo0nCkZh8wpW3_2d_vwUrpFa9UkkASMA,Ezreal,24.8,1,451.9636287595329,542.9868479186101,0.3333333333333333,1,0,9,1,3
NA1_5325465247,J8OCllQq6frVVu-OSSzy6Ufvf48A9AH8vdmF1WCIKkT1PHck_6jSWlF_QJKG3YLSioH1uPYx_pN8Ng,Soraka,24.8,1,265.822510662758,129.24261546761545,0.3888888888888889,3,0,0,6,14
NA1_5325432346,0Hflr9ZiNQIq6PoGP1bR0UXwytqfBAeAzRexB8QdP_x5WBy1ioeMs2Azz7S4NKBoU9esvnlmk237Ww,Aatrox,40.28333333333333,0,393.68817694933045,1617.3631195102837,0.3469387755102041,2,1,10,12,7
NA1_5325432346,MIHAk5M601Kw8hjPdvG5nGy3UpMcPVnofSSXp1hdOq5bQzPEmTaDHD0ksx8BoDJ87OHrDzMxRx7B2Q,Evelynn,40.28333333333333,0,409.2860159483249,879.1971577299566,0.40816326530612246,3,2,10,6,10
NA1_5325432346,eliNOYeab6OdvvIK3bw4xBU2JvlrbchHEppEdWLiaiZa4TnmgAxbqmic_zbJodpvyQUfyv7ytQ_sSg,Akali,40.28333333333333,0,437.3342607471972,1074.7022531904472,0.3673469387755102,3,1,11,6,7
NA1_5325432346,aq9M9Ob_spKC7gmaXjp8o_a7Wn7uTuPErHJuaZrXluxSWiwo0nCkZh8wpW3_2d_vwUrpFa9UkkASMA,Ezreal,40.28333333333333,0,485.6475808537546,1507.211244468649,0.5510204081632653,1,2,10,5,17
NA1_5325432346,x87681vxZKCes5obgHRaPZwtj0XFHK_k2D86JWrrtiqqVp1QUzS6JOd19oaaVhTFN2Xlz8YDifSQzg,Thresh,40.28333333333333,0,331.3632375268569,695.2421491327772,0.6326530612244898,2,2,8,4,23
NA1_5325432346,Qa4sJ8NAGQIAO9N0Y9_U6axRW1qTWXRER7r59ukTwCZDU7PL9o37v0TurLoDswsm-jM8QK1WbhpY3Q,DrMundo,40.28333333333333,1,337.6000712021632,722.0712463653234,0.30303030303030304,1,0,2,10,8
NA1_5325432346,al7are05W85zUNjLf1bCPFNyAXKyaHj821wf78BxfP6ZUeZsSxcGaEqWm4yCu7x2S6peKmgC5kMh8w,JarvanIV,40.28333333333333,1,459.3571823669762,760.308098847622,0.7575757575757576,3,0,7,5,18
NA1_5325432346,fib_oAER8Kozxl1G4szZatf6lZx3-m88Ufdgy615-axBMdQtbu8Kul6TuK5pAV7ZzBRYHJGkIE8DKw,Katarina,40.28333333333333,1,524.8289976805801,1583.6110940096632,0.696969696969697,0,0,18,11,5
NA1_5325432346,VYTJz8e2GQpqsK0DmbFuAmEv75depQIPMidpkJF6TnwusDghSsgi4inWISpv9ymLeQte0HB59H0d0g,Swain,40.28333333333333,1,304.5348672177711,876.8969780547926,0.3939393939393939,2,0,2,11,11
NA1_5325432346,HYUO3PZAsikqyycgf9ThOmPGfUAf-huFbgxmiqBr155lmf8_8mBpwilB8f21i_g6yrH10wgC4BYWkw,Alistar,40.28333333333333,1,278.2349702644426,352.9482362232703,0.6060606060606061,2,0,4,12,16
NA1_5325412915,Jg9TkN5RCBlK2-g8e5wvk95rt4JOQTneTdRx3Xa4bXwP0uXHZLlWxIWonQ4ffBtgo7dNxRUG_Qn0GQ,Ambessa,27.45,1,414.8712234373497,788.2374452651568,0.28125,2,1,3,4,6
NA1_5325412915,lq07aOGFJql3aMEYixb-x1hMOXyRpgGOTs4LcAFtJIZSCgNa1BBk4FHfj3S9hN0-MfRZefgsQsnGLA,Volibear,27.45,1,383.87605111246523,403.3266867611394,0.3125,4,1,2,2,8
NA1_5325412915,oPjjK_05o85dlyExpoOF_BmzxHEF-PQmKFFjoK_u5vnGSTSD0HVSJvSzsLh5DyW9qzTALbv331HyOw,Mel,27.45,1,532.8362225330574,1077.016035578683,0.59375,0,0,13,4,6
